fecha_de_extraccion,precio,producto,marca,supermercado,categoria,link,hora
2020-11-17,155.99,NATUZEN HARINA DE ARROZ 1 KG,NATUZEN,LA AMISTAD,APTO CELIACOS,https://tiendalaamistad.com.ar/tienda/almacen/harinas/natuzen-harina-de-arroz-1-kg/,04:55:04
