FECHA,TMAX,TMIN,NOMBRE
05/11/20, 26.7,  9.1,BERNARDO DE IRIGOYEN AERO
05/11/20, 24.4,  9.0,BOLIVAR AERO
05/11/20, 25.1, 14.0,BUENOS AIRES OBSERVATORIO
05/11/20, 25.0,,CAMPO DE MAYO AERO
05/11/20, 35.2, 23.2,CATAMARCA AERO
05/11/20, 30.0, 15.8,CERES AERO
05/11/20, 32.0, 18.5,CHAMICAL AERO
05/11/20, 17.7,,CHAPELCO AERO
05/11/20, 32.0, 19.5,CHEPES
05/11/20, 32.2, 16.5,CHILECITO AERO
05/11/20, 27.0, 10.1,CIPOLLETTI
05/11/20, 25.5, 10.3,COMODORO RIVADAVIA AERO
05/11/20, 27.0, 11.6,CONCORDIA AERO
05/11/20, 30.7, 14.8,CORDOBA AERO
05/11/20, 31.5, 17.5,CORDOBA OBSERVATORIO
05/11/20, 25.1, 12.7,CORONEL PRINGLES AERO
05/11/20, 23.6, 10.4,CORONEL SUAREZ AERO
05/11/20, 30.2, 14.4,CORRIENTES AERO
05/11/20, 23.7, 12.6,DOLORES AERO
05/11/20, 18.5,  6.8,EL BOLSON AERO
05/11/20, 14.5,  6.0,EL CALAFATE AERO
05/11/20, 25.2, 14.2,EL PALOMAR AERO
05/11/20, 27.7, 11.0,EL TREBOL
05/11/20, 30.0, 15.0,ESCUELA DE AVIACION MILITAR AERO
05/11/20, 14.5,  4.5,ESQUEL AERO
05/11/20, 25.0, 14.7,EZEIZA AERO
05/11/20, 32.4, 14.7,FORMOSA AERO
05/11/20, 24.2, 13.2,GENERAL PICO AERO
05/11/20, 15.0,  7.6,GOBERNADOR GREGORES AERO
05/11/20, 27.0, 11.2,GUALEGUAYCHU AERO
05/11/20, 31.8, 13.0,IGUAZU AERO
05/11/20, 31.6, 10.0,ITUZAINGO
05/11/20, 26.5, 13.2,JACHAL
05/11/20, 32.7, 17.8,JUJUY AERO
05/11/20, 30.7, 12.1,JUJUY U N
05/11/20, 26.5, 10.8,JUNIN AERO
05/11/20, 23.1, 13.6,LA PLATA AERO
05/11/20, 24.1,  5.0,LA QUIACA OBSERVATORIO
05/11/20, 34.0, 19.7,LA RIOJA AERO
05/11/20, 29.7, 13.5,LABOULAYE AERO
05/11/20, 25.0, 12.8,LAS FLORES
05/11/20, 36.4, 17.0,LAS LOMITAS
05/11/20, 20.7,  6.4,MALARGUE AERO
05/11/20, 21.5,  3.6,MAQUINCHAO
05/11/20, 23.6, 12.4,MAR DEL PLATA AERO
05/11/20, 28.1,  9.0,MARCOS JUAREZ AERO
05/11/20, 25.5, 13.4,MARIANO MORENO AERO
05/11/20, 29.0, 17.0,MENDOZA AERO
05/11/20,, 15.2,MENDOZA OBSERVATORIO
05/11/20,,,MERCEDES AERO (CTES)
05/11/20, 25.3, 13.3,MERLO AERO
05/11/20, 33.4, 15.0,METAN
05/11/20, 26.8, 12.1,MONTE CASEROS AERO
05/11/20, 24.0, 14.4,MORON AERO
05/11/20, 25.6,  8.6,NEUQUEN AERO
05/11/20, 26.3, 13.1,NUEVE DE JULIO
05/11/20, 29.5, 12.0,OBERA
05/11/20, 22.1, 10.5,OLAVARRIA AERO
05/11/20, 37.4, 17.2,ORAN AERO
05/11/20, 27.3, 12.0,PARANA AERO
05/11/20, 21.0,  7.8,PASO DE INDIOS
05/11/20, 27.0, 12.6,PASO DE LOS LIBRES AERO
05/11/20, 25.9, 13.3,PEHUAJO AERO
05/11/20, 16.5,  7.5,PERITO MORENO AERO
05/11/20, 24.3, 10.3,PIGUE AERO
05/11/20, 30.5, 14.0,PILAR OBSERVATORIO
05/11/20, 31.3, 14.7,POSADAS AERO
05/11/20, 32.9, 16.0,PRESIDENCIA ROQUE SAENZ PE�A AERO
05/11/20, 18.0,  7.0,PUERTO DESEADO AERO
05/11/20, 24.5,  9.4,PUERTO MADRYN AERO
05/11/20, 21.5, 14.0,PUNTA INDIO B.A.
05/11/20, 28.4, 10.5,RAFAELA AERO
05/11/20, 28.1, 14.3,RECONQUISTA AERO
05/11/20, 31.5, 15.9,RESISTENCIA AERO
05/11/20, 25.6, 10.8,RIO COLORADO
05/11/20, 28.0, 15.0,RIO CUARTO AERO
05/11/20, 15.0,  7.2,RIO GALLEGOS AERO
05/11/20, 13.7,  7.0,RIO GRANDE B.A.
05/11/20, 38.4, 18.0,RIVADAVIA
05/11/20, 27.7, 12.7,ROSARIO AERO
05/11/20, 30.2, 10.5,SALTA AERO
05/11/20, 26.5, 12.5,SAN ANTONIO OESTE AERO
05/11/20, 24.7, 12.8,SAN FERNANDO AERO
05/11/20, 29.2, 18.0,SAN JUAN AERO
05/11/20, 16.5,  5.9,SAN JULIAN AERO
05/11/20, 27.9, 14.7,SAN LUIS AERO
05/11/20, 27.0, 15.4,SAN MARTIN (MZA)
05/11/20, 28.6, 12.1,SAN RAFAEL AERO
05/11/20, 17.9,  6.9,SANTA CRUZ AERO
05/11/20, 26.6, 13.5,SANTA ROSA AERO
05/11/20, 30.8, 11.6,SANTA ROSA DE CONLARA AERO
05/11/20, 35.5, 18.2,SANTIAGO DEL ESTERO AERO
05/11/20, 27.5, 15.2,SAUCE VIEJO AERO
05/11/20, 29.7,  9.5,SUNCHALES AERO
05/11/20, 22.7, 10.2,TANDIL AERO
05/11/20, 37.0, 20.0,TARTAGAL AERO
05/11/20, 36.7, 19.7,TERMAS DE RIO HONDO AERO
05/11/20, 33.5, 15.5,TINOGASTA
05/11/20, 24.6, 12.3,TRELEW AERO
05/11/20, 23.7, 10.9,TRENQUE LAUQUEN
05/11/20,, 14.5,TRES ARROYOS
05/11/20, 35.3, 17.0,TUCUMAN AERO
05/11/20, 14.0,  6.5,USHUAIA AERO
05/11/20, 25.0,  9.8,USPALLATA
05/11/20, 27.0, 11.8,VENADO TUERTO AERO
05/11/20, 26.9, 13.7,VICTORICA
05/11/20, 23.4, 11.0,VIEDMA AERO
05/11/20, 31.0,  9.5,VILLA DE MARIA DEL RIO SECO
05/11/20, 32.6, 14.4,VILLA DOLORES AERO
05/11/20, 22.5, 11.7,VILLA GESELL AERO
05/11/20, 26.3, 14.2,VILLA REYNOLDS AERO
04/11/20, 22.2, 15.7,AEROPARQUE AERO
04/11/20, 23.1, 12.5,AZUL AERO
04/11/20, 27.6, 15.7,BAHIA BLANCA AERO
04/11/20, 13.9,  5.2,BARILOCHE AERO
04/11/20,, -9.5,BASE BELGRANO II
04/11/20,  2.2, -1.8,BASE CARLINI (EX JUBANY)
04/11/20,  5.6, -0.4,BASE ESPERANZA
04/11/20,  6.8,  0.1,BASE MARAMBIO
04/11/20,  6.0, -1.5,BASE ORCADAS
04/11/20,  5.3,  1.5,BASE SAN MARTIN
04/11/20, 23.0, 12.8,BENITO JUAREZ AERO
04/11/20, 25.5, 12.3,BERNARDO DE IRIGOYEN AERO
04/11/20, 23.5, 14.0,BOLIVAR AERO
04/11/20, 23.8, 15.4,BUENOS AIRES OBSERVATORIO
04/11/20, 24.3, 12.8,CAMPO DE MAYO AERO
04/11/20, 33.6, 23.0,CATAMARCA AERO
04/11/20, 29.6, 13.5,CERES AERO
04/11/20, 33.4, 19.0,CHAMICAL AERO
04/11/20, 16.2,  6.9,CHAPELCO AERO
04/11/20, 30.5, 20.5,CHEPES
04/11/20, 34.0, 15.0,CHILECITO AERO
04/11/20, 31.4, 16.8,CIPOLLETTI
04/11/20, 23.8,  8.6,COMODORO RIVADAVIA AERO
04/11/20, 26.1, 13.2,CONCORDIA AERO
04/11/20, 29.6, 11.4,CORDOBA AERO
04/11/20, 30.2, 17.6,CORDOBA OBSERVATORIO
04/11/20, 25.1, 12.1,CORONEL PRINGLES AERO
04/11/20, 24.3, 12.8,CORONEL SUAREZ AERO
04/11/20, 29.6, 14.8,CORRIENTES AERO
04/11/20, 20.5, 13.1,DOLORES AERO
04/11/20, 21.0,  7.6,EL BOLSON AERO
04/11/20, 15.0,  6.8,EL CALAFATE AERO
04/11/20, 24.0, 15.0,EL PALOMAR AERO
04/11/20, 27.6, 13.5,EL TREBOL
04/11/20, 28.9, 13.5,ESCUELA DE AVIACION MILITAR AERO
04/11/20, 16.8,  5.5,ESQUEL AERO
04/11/20, 24.6, 15.4,EZEIZA AERO
04/11/20, 31.5, 15.7,FORMOSA AERO
04/11/20, 29.2, 15.5,GENERAL PICO AERO
04/11/20, 17.4,  7.0,GOBERNADOR GREGORES AERO
04/11/20, 26.0, 13.2,GUALEGUAYCHU AERO
04/11/20, 32.2, 14.6,IGUAZU AERO
04/11/20, 31.5, 12.0,ITUZAINGO
04/11/20, 34.0, 12.4,JACHAL
04/11/20, 31.3, 14.4,JUJUY AERO
04/11/20, 31.6, 12.0,JUJUY U N
04/11/20, 25.5, 13.0,JUNIN AERO
04/11/20, 21.5, 13.7,LA PLATA AERO
04/11/20, 22.0,  3.3,LA QUIACA OBSERVATORIO
04/11/20, 37.3, 18.4,LA RIOJA AERO
04/11/20, 29.5, 13.5,LABOULAYE AERO
04/11/20, 23.0, 13.1,LAS FLORES
04/11/20, 35.0, 17.2,LAS LOMITAS
04/11/20, 30.8,  8.0,MALARGUE AERO
04/11/20, 21.5,  7.2,MAQUINCHAO
04/11/20, 22.4, 12.5,MAR DEL PLATA AERO
04/11/20, 28.5, 13.3,MARCOS JUAREZ AERO
04/11/20, 24.0, 14.5,MARIANO MORENO AERO
04/11/20, 35.2, 17.4,MENDOZA AERO
04/11/20,, 15.8,MENDOZA OBSERVATORIO
04/11/20,,,MERCEDES AERO (CTES)
04/11/20, 24.5, 14.3,MERLO AERO
04/11/20, 33.6, 14.9,METAN
04/11/20, 26.3, 13.6,MONTE CASEROS AERO
04/11/20, 23.5, 15.0,MORON AERO
04/11/20, 29.6, 16.0,NEUQUEN AERO
04/11/20, 25.2, 14.3,NUEVE DE JULIO
04/11/20, 29.5, 14.5,OBERA
04/11/20, 23.1, 12.2,OLAVARRIA AERO
04/11/20, 35.6, 16.2,ORAN AERO
04/11/20, 26.7, 14.0,PARANA AERO
04/11/20, 22.7, 10.7,PASO DE INDIOS
04/11/20, 26.6, 14.4,PASO DE LOS LIBRES AERO
04/11/20, 25.8, 14.9,PEHUAJO AERO
04/11/20, 15.6,  8.0,PERITO MORENO AERO
04/11/20, 25.2, 12.3,PIGUE AERO
04/11/20, 29.6, 13.3,PILAR OBSERVATORIO
04/11/20, 29.3, 16.4,POSADAS AERO
04/11/20, 32.0, 14.9,PRESIDENCIA ROQUE SAENZ PE�A AERO
04/11/20, 25.4,  5.2,PUERTO DESEADO AERO
04/11/20, 27.4, 16.0,PUERTO MADRYN AERO
04/11/20, 20.6, 14.5,PUNTA INDIO B.A.
04/11/20, 28.5, 12.5,RAFAELA AERO
04/11/20, 28.2, 14.5,RECONQUISTA AERO
04/11/20, 31.4, 16.9,RESISTENCIA AERO
04/11/20, 31.4, 19.2,RIO COLORADO
04/11/20, 29.7, 16.7,RIO CUARTO AERO
04/11/20,  8.3,  6.0,RIO GALLEGOS AERO
04/11/20,  9.5,  5.5,RIO GRANDE B.A.
04/11/20, 38.0, 17.0,RIVADAVIA
04/11/20, 27.3, 14.6,ROSARIO AERO
04/11/20, 29.4, 11.4,SALTA AERO
04/11/20, 30.2, 20.0,SAN ANTONIO OESTE AERO
04/11/20, 23.2, 13.6,SAN FERNANDO AERO
04/11/20, 36.8, 18.2,SAN JUAN AERO
04/11/20, 11.9,  6.9,SAN JULIAN AERO
04/11/20, 33.0, 22.2,SAN LUIS AERO
04/11/20, 35.1, 15.6,SAN MARTIN (MZA)
04/11/20, 35.5, 16.8,SAN RAFAEL AERO
04/11/20,  8.5,  6.1,SANTA CRUZ AERO
04/11/20, 30.0, 16.4,SANTA ROSA AERO
04/11/20, 31.8, 10.6,SANTA ROSA DE CONLARA AERO
04/11/20, 34.6, 13.0,SANTIAGO DEL ESTERO AERO
04/11/20, 27.5, 16.0,SAUCE VIEJO AERO
04/11/20, 29.6, 12.1,SUNCHALES AERO
04/11/20, 22.5, 11.8,TANDIL AERO
04/11/20, 36.4, 17.4,TARTAGAL AERO
04/11/20, 36.4, 16.0,TERMAS DE RIO HONDO AERO
04/11/20, 35.5, 15.5,TINOGASTA
04/11/20, 31.6, 11.5,TRELEW AERO
04/11/20, 27.7, 14.4,TRENQUE LAUQUEN
04/11/20, 25.5, 14.1,TRES ARROYOS
04/11/20, 35.6, 15.4,TUCUMAN AERO
04/11/20, 18.8,  7.2,USHUAIA AERO
04/11/20, 32.0, 10.1,USPALLATA
04/11/20, 27.0, 14.1,VENADO TUERTO AERO
04/11/20, 34.1, 18.5,VICTORICA
04/11/20, 28.6, 15.3,VIEDMA AERO
04/11/20, 31.2,  9.5,VILLA DE MARIA DEL RIO SECO
04/11/20, 34.0, 16.1,VILLA DOLORES AERO
04/11/20, 21.0, 10.0,VILLA GESELL AERO
04/11/20, 36.2, 15.8,VILLA REYNOLDS AERO
03/11/20, 23.0, 16.4,AEROPARQUE AERO
03/11/20, 24.0,  9.1,AZUL AERO
03/11/20, 29.0, 13.0,BAHIA BLANCA AERO
03/11/20, 21.2,  2.2,BARILOCHE AERO
03/11/20,,-10.0,BASE BELGRANO II
03/11/20,  2.8, -0.5,BASE CARLINI (EX JUBANY)
03/11/20,  6.1, -4.8,BASE ESPERANZA
03/11/20,  7.6,  0.3,BASE MARAMBIO
03/11/20,  7.0, -0.7,BASE ORCADAS
03/11/20,  3.2, -5.0,BASE SAN MARTIN
03/11/20, 22.6, 10.8,BENITO JUAREZ AERO
03/11/20, 27.4, 14.8,BERNARDO DE IRIGOYEN AERO
03/11/20, 25.3, 10.5,BOLIVAR AERO
03/11/20, 24.0, 16.6,BUENOS AIRES OBSERVATORIO
03/11/20, 23.7, 12.6,CAMPO DE MAYO AERO
03/11/20, 34.7, 22.2,CATAMARCA AERO
03/11/20, 30.9, 12.0,CERES AERO
03/11/20, 33.5, 18.0,CHAMICAL AERO
03/11/20, 25.0,  6.2,CHAPELCO AERO
03/11/20, 33.5, 19.5,CHEPES
03/11/20, 34.4, 13.5,CHILECITO AERO
03/11/20, 33.4, 17.9,CIPOLLETTI
03/11/20, 20.5, 10.9,COMODORO RIVADAVIA AERO
03/11/20, 26.0, 13.5,CONCORDIA AERO
03/11/20, 30.5, 11.7,CORDOBA AERO
03/11/20, 31.5, 14.4,CORDOBA OBSERVATORIO
03/11/20, 25.9, 10.6,CORONEL PRINGLES AERO
03/11/20, 25.0, 11.2,CORONEL SUAREZ AERO
03/11/20, 31.2, 14.2,CORRIENTES AERO
03/11/20, 22.2, 10.1,DOLORES AERO
03/11/20, 25.7,  3.8,EL BOLSON AERO
03/11/20, 20.9,  7.0,EL CALAFATE AERO
03/11/20, 24.0, 15.0,EL PALOMAR AERO
03/11/20, 28.6, 13.2,EL TREBOL
03/11/20, 30.2,  8.6,ESCUELA DE AVIACION MILITAR AERO
03/11/20, 22.1,  4.3,ESQUEL AERO
03/11/20, 24.0, 11.3,EZEIZA AERO
03/11/20, 33.0, 15.9,FORMOSA AERO
03/11/20, 29.5, 13.8,GENERAL PICO AERO
03/11/20, 23.5, 11.0,GOBERNADOR GREGORES AERO
03/11/20, 26.8, 12.9,GUALEGUAYCHU AERO
03/11/20, 31.3, 15.5,IGUAZU AERO
03/11/20, 32.5, 12.5,ITUZAINGO
03/11/20, 33.5, 11.6,JACHAL
03/11/20, 33.1, 14.6,JUJUY AERO
03/11/20, 30.9, 11.9,JUJUY U N
03/11/20, 26.8, 11.3,JUNIN AERO
03/11/20, 21.5, 12.6,LA PLATA AERO
03/11/20, 20.5,  3.1,LA QUIACA OBSERVATORIO
03/11/20, 35.9, 18.2,LA RIOJA AERO
03/11/20, 30.2,  9.9,LABOULAYE AERO
03/11/20, 24.0, 12.9,LAS FLORES
03/11/20, 35.0, 16.8,LAS LOMITAS
03/11/20, 29.5, 11.0,MALARGUE AERO
03/11/20, 23.6,  8.9,MAQUINCHAO
03/11/20, 18.9,  9.9,MAR DEL PLATA AERO
03/11/20, 29.6, 10.3,MARCOS JUAREZ AERO
03/11/20, 24.0, 15.0,MARIANO MORENO AERO
03/11/20, 35.6, 15.4,MENDOZA AERO
03/11/20,, 16.0,MENDOZA OBSERVATORIO
03/11/20,,,MERCEDES AERO (CTES)
03/11/20, 24.3, 14.0,MERLO AERO
03/11/20, 33.3, 13.2,METAN
03/11/20, 27.2, 13.6,MONTE CASEROS AERO
03/11/20, 23.8, 15.1,MORON AERO
03/11/20, 31.7, 16.6,NEUQUEN AERO
03/11/20, 27.0, 12.5,NUEVE DE JULIO
03/11/20, 32.0, 15.5,OBERA
03/11/20, 22.9, 10.3,OLAVARRIA AERO
03/11/20, 35.2, 16.0,ORAN AERO
03/11/20, 28.2, 12.5,PARANA AERO
03/11/20, 27.7, 10.6,PASO DE INDIOS
03/11/20, 27.6, 15.0,PASO DE LOS LIBRES AERO
03/11/20, 27.1, 11.5,PEHUAJO AERO
03/11/20, 22.1,  6.8,PERITO MORENO AERO
03/11/20, 25.6, 11.0,PIGUE AERO
03/11/20, 30.2, 13.4,PILAR OBSERVATORIO
03/11/20, 32.0, 17.8,POSADAS AERO
03/11/20, 33.0, 15.0,PRESIDENCIA ROQUE SAENZ PE�A AERO
03/11/20, 14.4,  6.3,PUERTO DESEADO AERO
03/11/20, 29.1, 15.5,PUERTO MADRYN AERO
03/11/20, 21.0, 12.0,PUNTA INDIO B.A.
03/11/20, 30.1, 13.0,RAFAELA AERO
03/11/20, 29.0, 13.1,RECONQUISTA AERO
03/11/20, 32.5, 13.9,RESISTENCIA AERO
03/11/20, 31.8, 18.0,RIO COLORADO
03/11/20, 30.5, 15.4,RIO CUARTO AERO
03/11/20, 16.8,  7.2,RIO GALLEGOS AERO
03/11/20, 11.6, -0.6,RIO GRANDE B.A.
03/11/20, 37.5, 15.5,RIVADAVIA
03/11/20, 28.9, 13.6,ROSARIO AERO
03/11/20, 30.0,  9.7,SALTA AERO
03/11/20, 34.8, 22.8,SAN ANTONIO OESTE AERO
03/11/20, 23.2, 15.8,SAN FERNANDO AERO
03/11/20, 37.0, 15.3,SAN JUAN AERO
03/11/20, 16.1,  6.9,SAN JULIAN AERO
03/11/20, 34.3, 18.4,SAN LUIS AERO
03/11/20, 35.5, 16.9,SAN MARTIN (MZA)
03/11/20, 35.2, 12.5,SAN RAFAEL AERO
03/11/20, 18.0,  7.2,SANTA CRUZ AERO
03/11/20, 30.7, 12.5,SANTA ROSA AERO
03/11/20, 32.7, 10.7,SANTA ROSA DE CONLARA AERO
03/11/20, 34.5, 12.8,SANTIAGO DEL ESTERO AERO
03/11/20, 28.4, 14.6,SAUCE VIEJO AERO
03/11/20, 30.7, 12.4,SUNCHALES AERO
03/11/20, 22.3,  9.2,TANDIL AERO
03/11/20, 36.5, 16.2,TARTAGAL AERO
03/11/20, 35.7, 15.0,TERMAS DE RIO HONDO AERO
03/11/20, 34.5, 13.5,TINOGASTA
03/11/20, 26.9, 13.4,TRELEW AERO
03/11/20, 28.4, 12.0,TRENQUE LAUQUEN
03/11/20, 25.7, 12.6,TRES ARROYOS
03/11/20, 34.5, 13.9,TUCUMAN AERO
03/11/20, 14.0,  6.5,USHUAIA AERO
03/11/20, 29.5,  8.3,USPALLATA
03/11/20, 28.5, 10.9,VENADO TUERTO AERO
03/11/20, 32.4, 15.8,VICTORICA
03/11/20, 30.5, 17.9,VIEDMA AERO
03/11/20, 31.0,  8.1,VILLA DE MARIA DEL RIO SECO
03/11/20, 32.6, 13.9,VILLA DOLORES AERO
03/11/20, 20.4, 10.4,VILLA GESELL AERO
03/11/20, 36.8,  9.4,VILLA REYNOLDS AERO
02/11/20, 21.6, 16.8,AEROPARQUE AERO
02/11/20, 24.2,  7.0,AZUL AERO
02/11/20, 29.8,  9.1,BAHIA BLANCA AERO
02/11/20, 23.0,  6.6,BARILOCHE AERO
02/11/20,,-12.3,BASE BELGRANO II
02/11/20,  4.8,  0.7,BASE CARLINI (EX JUBANY)
02/11/20,  5.1,  0.5,BASE ESPERANZA
02/11/20,  6.1,  0.1,BASE MARAMBIO
02/11/20,  2.5, -2.5,BASE ORCADAS
02/11/20,  9.5,  0.3,BASE SAN MARTIN
02/11/20, 24.1,  9.5,BENITO JUAREZ AERO
02/11/20, 25.8, 12.5,BERNARDO DE IRIGOYEN AERO
02/11/20, 25.5,  9.6,BOLIVAR AERO
02/11/20, 24.6, 14.0,BUENOS AIRES OBSERVATORIO
02/11/20, 24.2,  9.7,CAMPO DE MAYO AERO
02/11/20, 33.5, 19.7,CATAMARCA AERO
02/11/20, 29.4, 11.0,CERES AERO
02/11/20, 32.6, 16.4,CHAMICAL AERO
02/11/20, 25.0,  6.8,CHAPELCO AERO
02/11/20, 34.0, 18.0,CHEPES
02/11/20, 32.9, 13.3,CHILECITO AERO
02/11/20, 36.0, 15.1,CIPOLLETTI
02/11/20, 24.8,  9.6,COMODORO RIVADAVIA AERO
02/11/20, 27.0, 13.0,CONCORDIA AERO
02/11/20, 31.2,  9.8,CORDOBA AERO
02/11/20, 31.5, 13.8,CORDOBA OBSERVATORIO
02/11/20, 26.1,  6.5,CORONEL PRINGLES AERO
02/11/20, 25.0,  8.5,CORONEL SUAREZ AERO
02/11/20, 30.9, 14.2,CORRIENTES AERO
02/11/20, 23.0,  8.9,DOLORES AERO
02/11/20, 23.0,  5.9,EL BOLSON AERO
02/11/20, 20.9,  9.0,EL CALAFATE AERO
02/11/20, 25.0,  8.1,EL PALOMAR AERO
02/11/20, 27.1,  9.5,EL TREBOL
02/11/20, 29.4,  6.8,ESCUELA DE AVIACION MILITAR AERO
02/11/20, 21.7,  7.5,ESQUEL AERO
02/11/20, 25.3,  9.5,EZEIZA AERO
02/11/20, 32.3, 13.6,FORMOSA AERO
02/11/20, 28.4,  9.5,GENERAL PICO AERO
02/11/20, 22.5, 10.0,GOBERNADOR GREGORES AERO
02/11/20, 27.1, 11.0,GUALEGUAYCHU AERO
02/11/20, 29.2, 17.2,IGUAZU AERO
02/11/20, 32.0, 12.5,ITUZAINGO
02/11/20, 31.5, 11.0,JACHAL
02/11/20, 31.6, 13.4,JUJUY AERO
02/11/20, 28.6, 11.1,JUJUY U N
02/11/20, 26.5, 11.0,JUNIN AERO
02/11/20, 22.1,  7.6,LA PLATA AERO
02/11/20, 19.2,  4.7,LA QUIACA OBSERVATORIO
02/11/20, 33.3, 16.4,LA RIOJA AERO
02/11/20, 28.6,  9.4,LABOULAYE AERO
02/11/20, 24.5, 11.0,LAS FLORES
02/11/20, 33.9, 17.2,LAS LOMITAS
02/11/20, 28.3,  8.8,MALARGUE AERO
02/11/20, 31.0,  9.0,MAQUINCHAO
02/11/20, 20.7,  6.0,MAR DEL PLATA AERO
02/11/20, 27.6,  9.6,MARCOS JUAREZ AERO
02/11/20, 25.0,  9.5,MARIANO MORENO AERO
02/11/20, 33.5, 15.8,MENDOZA AERO
02/11/20,, 14.2,MENDOZA OBSERVATORIO
02/11/20,,,MERCEDES AERO (CTES)
02/11/20, 25.5, 12.0,MERLO AERO
02/11/20, 32.5, 13.4,METAN
02/11/20, 27.2, 13.0,MONTE CASEROS AERO
02/11/20, 25.0, 13.2,MORON AERO
02/11/20, 35.1, 13.8,NEUQUEN AERO
02/11/20, 26.9, 12.3,NUEVE DE JULIO
02/11/20, 31.0, 15.0,OBERA
02/11/20, 23.1,  7.5,OLAVARRIA AERO
02/11/20, 34.3, 16.3,ORAN AERO
02/11/20, 26.5, 12.2,PARANA AERO
02/11/20, 28.6, 16.0,PASO DE INDIOS
02/11/20, 27.4, 13.9,PASO DE LOS LIBRES AERO
02/11/20, 26.5, 12.6,PEHUAJO AERO
02/11/20, 20.0,  7.0,PERITO MORENO AERO
02/11/20, 25.6,  9.2,PIGUE AERO
02/11/20, 29.5, 11.2,PILAR OBSERVATORIO
02/11/20, 31.4, 19.0,POSADAS AERO
02/11/20, 31.8, 15.0,PRESIDENCIA ROQUE SAENZ PE�A AERO
02/11/20, 20.6,  6.8,PUERTO DESEADO AERO
02/11/20, 34.0, 16.8,PUERTO MADRYN AERO
02/11/20, 21.0,  7.5,PUNTA INDIO B.A.
02/11/20, 27.6, 10.5,RAFAELA AERO
02/11/20, 27.7, 11.7,RECONQUISTA AERO
02/11/20, 32.5, 12.2,RESISTENCIA AERO
02/11/20, 32.8, 15.4,RIO COLORADO
02/11/20, 29.2, 14.0,RIO CUARTO AERO
02/11/20, 19.5,  5.4,RIO GALLEGOS AERO
02/11/20, 14.6,  6.7,RIO GRANDE B.A.
02/11/20, 35.5, 16.0,RIVADAVIA
02/11/20, 28.1, 11.3,ROSARIO AERO
02/11/20, 28.5,  9.0,SALTA AERO
02/11/20, 36.4, 16.2,SAN ANTONIO OESTE AERO
02/11/20, 24.2, 12.0,SAN FERNANDO AERO
02/11/20, 34.8, 14.0,SAN JUAN AERO
02/11/20, 18.9,  4.9,SAN JULIAN AERO
02/11/20, 33.1, 16.5,SAN LUIS AERO
02/11/20, 34.0, 12.9,SAN MARTIN (MZA)
02/11/20, 33.4, 10.6,SAN RAFAEL AERO
02/11/20, 17.1,  6.7,SANTA CRUZ AERO
02/11/20, 30.0, 10.9,SANTA ROSA AERO
02/11/20, 32.0,  6.8,SANTA ROSA DE CONLARA AERO
02/11/20, 33.5, 12.4,SANTIAGO DEL ESTERO AERO
02/11/20, 27.3, 13.2,SAUCE VIEJO AERO
02/11/20, 30.0, 10.3,SUNCHALES AERO
02/11/20, 24.0,  7.4,TANDIL AERO
02/11/20, 34.6, 19.4,TARTAGAL AERO
02/11/20, 33.2,,TERMAS DE RIO HONDO AERO
02/11/20, 33.0, 14.0,TINOGASTA
02/11/20, 36.5, 17.9,TRELEW AERO
02/11/20, 28.0, 10.6,TRENQUE LAUQUEN
02/11/20, 26.7, 11.4,TRES ARROYOS
02/11/20, 32.6, 15.4,TUCUMAN AERO
02/11/20, 15.6,  6.5,USHUAIA AERO
02/11/20, 27.5,  3.4,USPALLATA
02/11/20, 27.0,  9.9,VENADO TUERTO AERO
02/11/20, 32.7, 17.0,VICTORICA
02/11/20, 33.3, 14.2,VIEDMA AERO
02/11/20, 30.0,  7.1,VILLA DE MARIA DEL RIO SECO
02/11/20, 30.8, 12.6,VILLA DOLORES AERO
02/11/20, 21.2,  7.0,VILLA GESELL AERO
02/11/20, 32.4,  6.4,VILLA REYNOLDS AERO
01/11/20, 21.3, 15.3,AEROPARQUE AERO
01/11/20, 23.5,  5.6,AZUL AERO
01/11/20, 28.2,  5.8,BAHIA BLANCA AERO
01/11/20, 28.1,  4.0,BARILOCHE AERO
01/11/20,,-14.0,BASE BELGRANO II
01/11/20,  3.9, -4.8,BASE CARLINI (EX JUBANY)
01/11/20,  8.7, -3.6,BASE ESPERANZA
01/11/20, 10.8, -2.9,BASE MARAMBIO
01/11/20,  1.9, -4.6,BASE ORCADAS
01/11/20,  7.6, -3.2,BASE SAN MARTIN
01/11/20,,,BENITO JUAREZ AERO
01/11/20, 25.2, 12.0,BERNARDO DE IRIGOYEN AERO
01/11/20, 25.0,  9.0,BOLIVAR AERO
01/11/20, 24.6, 15.0,BUENOS AIRES OBSERVATORIO
01/11/20, 24.3,  9.2,CAMPO DE MAYO AERO
01/11/20, 31.8, 18.8,CATAMARCA AERO
01/11/20, 28.4, 10.8,CERES AERO
01/11/20, 30.2, 15.6,CHAMICAL AERO
01/11/20, 30.0,  3.3,CHAPELCO AERO
01/11/20, 30.5,,CHEPES
01/11/20, 30.5, 10.5,CHILECITO AERO
01/11/20, 35.4, 15.6,CIPOLLETTI
01/11/20, 27.6,  7.9,COMODORO RIVADAVIA AERO
01/11/20, 25.2, 11.4,CONCORDIA AERO
01/11/20, 28.6,  8.9,CORDOBA AERO
01/11/20, 29.2, 11.4,CORDOBA OBSERVATORIO
